Node;Mitigation;Prices;Average Mitigation;Average Emission;GHG Level
0;0.64855340179476673;110.54183598188975;0.0;0.0;400.0
1;0.84255319230885783;165.69576551405089;0.64855340179476673;122.80850999909089;393.61788644199652
2;0.62360928128635662;80.162100464869553;0.64855340179476673;293.58476059664184;393.61788644199652
3;1.0422090104596555;175.89640385434623;0.7845762434195892;-25.747496380389872;389.27444548445737
4;0.95428469115912995;142.19845610446819;0.7845762434195892;27.886338392930728;389.27444548445737
5;0.95111219893417476;141.06042525077757;0.63106384603599641;29.821558650153396;419.23234691417548
6;0.46874140718731988;25.579618979158791;0.63106384603599641;324.06774161573486;419.23234691417548
7;1.1753741547137104;128.44470607527285;0.92294304345458755;-165.9477938978485;375.14853110684408
8;1.1711333219999895;127.32928046139094;0.92294304345458755;-161.9349059424901;375.14853110684408
9;1.2091786492411229;137.54053066507575;0.87572153958052035;-197.93529684441262;389.22134174097323
10;1.112823787017283;112.56622323137809;0.87572153958052035;-106.75950846510406;389.22134174097323
11;1.2595884702220732;151.78644445395625;0.80295217746126846;-245.63558994763679;408.71827829413064
12;1.0989528940124793;109.2103261471695;0.80295217746126846;-93.63417595930855;408.71827829413064
13;0.67590785542036558;33.798678018402001;0.54388535280545502;306.67219180847906;502.76388515897321
14;0.45510223530157201;13.013620340183806;0.54388535280545502;515.60950984588749;502.76388515897321
15;1.0000960639709877;19.191322633589298;1.0720785671626194;-0.048872545239999621;307.7190245680427
16;1.0000686924163813;19.190055239792024;1.0720785671626194;-0.03494726683398619;307.7190245680427
17;1.0049982244983491;19.419099929257069;1.0695730962459633;-2.5428467135350949;309.43963203130539
18;1.004949070907452;19.416808210245101;1.0695730962459633;-2.5178398241662068;309.43963203130539
19;1.0000387942434166;19.188670911190147;1.0727269737971923;-0.019736571338181689;305.65278414597435
20;0.99997656040920357;19.185789582306914;1.0727269737971923;0.011924891817681612;305.65278414597435
21;1.0961525082229968;23.944894086684425;1.015800817714883;-48.917588558449637;344.58437650881297
22;1.0965135078502035;23.963927078272864;1.015800817714883;-49.101247118791044;344.58437650881297
23;1.0059857829067018;19.465177052403789;1.0727314939856516;-3.0452670537845514;304.09113773527343
24;1.0059526964763283;19.463632282996105;1.0727314939856516;-3.0284343323320462;304.09113773527343
25;1.1890979743638537;29.140996890677624;0.97782848989608184;-96.203594457610578;369.29816837679931
26;1.1609780763983841;27.505820095368737;0.97782848989608184;-81.897596367677934;369.29816837679931
27;1.3584909279549688;40.185572578020135;0.62188384106829231;-182.38225959709041;601.5408323945951
28;0.83514999854563865;12.422870056729716;0.62188384106829231;83.867438239906349;601.5408323945951
29;0.97146357605958356;17.892228595750847;0.49143256020263842;14.517905679686868;695.9442576839806
30;0.53421345400367692;4.2264925228090036;0.49143256020263842;236.9689052756294;695.9442576839806
31;0.9999206880324647;4.2319855119888388;1.0453453991737571;0.0;315.34347761979166
32;1.000000748927687;4.2328031874202843;1.0453453991737571;-0.00019050848037494017;315.34347761979166
33;0.99979633911358523;4.2307156989094139;1.0453352338094677;0.051806237981756952;315.35332295348633
34;0.99956806333271786;4.2283851973415478;1.0453352338094677;0.1098738897398944;315.35332295348633
35;0.99904099609440078;4.2230071613034346;1.0455910059080864;0.24394661848680174;315.07539558575974
36;0.99821497427154338;4.214586744001882;1.0455910059080864;0.45406591967615373;315.07539558575974
37;0.99889202339640715;4.2214878150528712;1.0455727510385775;0.28184154853893195;315.09328757174859
38;0.99929872141049092;4.2256364123763097;1.0455727510385775;0.17838774120637227;315.09328757174859
39;0.99997586371428004;4.2325490206290626;1.0457317287215588;0.0061396676800137143;315.40407891411627
40;0.99993288691407922;4.2321100952514827;1.0457317287215588;0.017071891231097914;315.40407891411627
41;1.0000316360360861;4.233118667397993;1.045708616055691;-0.0080474166794107533;315.42649307274593
42;1.0000359927916831;4.233163168274034;1.045708616055691;-0.0091556663843866976;315.42649307274593
43;1.000018952075574;4.2329891121483092;1.0456421700616321;-0.0048209342241382911;312.04792680751382
44;1.0004886172732035;4.2377878686353068;1.0456421700616321;-0.12429201887113635;312.04792680751382
45;0.99977855705951169;4.2305341322550509;1.0457762396375725;0.056329547986715002;311.90537372999466
46;1.0009580956920969;4.2425878989629178;1.0457762396375725;-0.24371559167715598;311.90537372999466
47;0.99907208391597679;4.2233242608844375;1.0479431881099948;0.23603865387340303;314.96259713042735
48;0.99619924692081063;4.1940798367406291;1.0479431881099948;0.96681656451879538;314.96259713042735
49;0.99903415769256576;4.2229374106393953;1.0479309003308526;0.24568613695358466;314.97467772707262
50;0.99877959424619167;4.2203413819720206;1.0479309003308526;0.31044071362499376;314.97467772707262
51;0.97037244166437875;3.9364956934050297;1.0562906490149642;7.5365101516236574;298.74136636770118
52;0.47643490253256054;0.70737532043729523;1.0562906490149642;133.18187166827994;298.74136636770118
53;1.0053863013272555;4.2880193034410876;1.0458473617880766;-1.3701404001206137;310.15600215387917
54;1.0050903983553632;4.284974634295275;1.0458473617880766;-1.294870081645509;310.15600215387917
55;1.4752154803860649;10.816220152162224;0.89544811186204853;-120.88293782320527;439.45522959838922
56;1.4306543133192133;10.044597587754447;0.89544811186204853;-109.5476909505749;439.45522959838922
57;2.0370459409160109;23.563851554354077;0.70108753309610505;-263.79856122051029;648.18528137755663
58;1.7994599839894132;17.469698237375098;0.70108753309610505;-203.362633427307;648.18528137755663
59;1.9475352883614423;21.142454544924966;0.66970851918956853;-241.0292889769419;671.0900778520454
60;9.9999999999999994e-12;1.2123479731249953e-26;0.66970851918956853;254.37499999745629;671.0900778520454
