Node;Mitigation;Prices;Average Mitigation;Average Emission;GHG Level
0;0.69230370488685544;129.40093942867023;0.0;0.0;400.0
1;0.86256072429616537;175.34991196827713;0.69230370488685544;107.20263504899101;390.69858328584905
2;0.69034495653947581;102.44993605811455;0.69230370488685544;241.53093389920889;390.69858328584905
3;1.0651195284155401;185.3720203896209;0.81167931619683142;-39.722912333479485;384.89328159095453
4;0.95603628365123816;142.82907979838819;0.81167931619683142;26.817866972744721;384.89328159095453
5;0.95995802881249381;144.24695002259671;0.69093032960880763;24.42560242437877;408.23209909018993
6;0.66378882685407692;59.222973855162849;0.69093032960880763;205.08881561901305;408.23209909018993
7;1.1566674898146958;123.56724729366725;0.94779442130471536;-148.24661223715589;367.98738093784897
8;1.154177582164533;122.92637042000256;0.94779442130471536;-145.89053712318938;367.98738093784897
9;1.1988143307289314;134.71302499996378;0.88920909580874052;-188.12806045225136;385.66026448150387
10;0.99593595009645863;86.121895888630348;0.88920909580874052;3.8456072212260182;385.66026448150387
11;1.2312814822079103;143.68567477695979;0.83541700452699874;-218.85010253923517;399.85554619808562
12;1.015523513411895;90.265984120999406;0.83541700452699874;-14.689124566005599;399.85554619808562
13;0.95498419332272089;77.823719125108767;0.67635344590158442;42.596207068375357;455.80505443241555
14;0.48160588345383837;14.918201381645112;0.67635344590158442;490.53043278180547;455.80505443241555
15;1.000597078089476;19.21452990969085;1.0711959874007555;-0.30376347802089226;308.98274086251888
16;1.0005937469321038;19.214375554235172;1.0711959874007555;-0.30206875170780273;308.98274086251888
17;1.0035396934311893;19.351165274170846;1.0697249576234058;-1.8008190331175653;309.98755779731283
18;1.0036623654520167;19.356873654676207;1.0697249576234058;-1.8632284237134977;309.98755779731283
19;1.0005824539331853;19.213852277247639;1.0721229158298144;-0.29632343850804438;306.40407251412711
20;1.0005899124515729;19.214197877251198;1.0721229158298144;-0.30011795973772104;306.40407251412711
21;1.2032635552993718;29.985739367037414;0.9522629928839349;-103.41033375855541;385.93428991841887
22;1.2030642979831256;29.973758871394672;0.9522629928839349;-103.30896159891519;385.93428991841887
23;1.0098544166345573;19.646294554487763;1.0692925197195247;-5.0134344628310412;307.34218737294748
24;1.0097274383410462;19.640334227192731;1.0692925197195247;-4.9488342560072391;307.34218737294748
25;1.2252843558592401;31.327075452504175;0.9418233757218788;-114.61341604338841;393.0566617146834
26;1.2252101906514163;31.322500127679682;0.9418233757218788;-114.57568449390808;393.0566617146834
27;1.392940828147037;42.688782527032352;0.84096763402816677;-199.90864631980511;455.06116446991331
28;1.3764033872154122;41.476079093893915;0.84096763402816677;-191.495223245841;455.06116446991331
29;0.94644383556769607;16.800457430450102;0.56129718531770778;27.24669865493463;651.12135376803349
30;0.46880200091055857;3.0839107427940049;0.56129718531770778;270.24698203675337;651.12135376803349
31;0.99950228980440836;4.2277138451002019;1.0449766643879892;0.0;315.34447782360309
32;0.99977325743610279;4.2304800204413597;1.0449766643879892;0.057677639691352471;315.34447782360309
33;0.99947214579453969;4.2274061852088964;1.0449754272486054;0.13427291351396628;315.34566243219922
34;0.99943001001508869;4.226976155260699;1.0449754272486054;0.14499120241181504;315.34566243219922
35;0.99884092780361267;4.2209667738548324;1.0451447928946604;0.29483898995602814;315.17780650901739
36;0.99865312569739018;4.2190520079205083;1.0451447928946604;0.34261115072637399;315.17780650901739
37;0.99902996496208507;4.2228946457564804;1.0451903513511589;0.24675266276961014;315.13337661118504
38;0.99887285235550449;4.2212923162412173;1.0451903513511589;0.28671818206854477;315.13337661118504
39;0.99977272221276126;4.2304745555650678;1.0455539150159372;0.057813787128855612;315.26912263662848
40;0.99991488484260349;4.2319262466271734;1.0455539150159372;0.021651168162737034;315.26912263662848
41;0.99961990466556305;4.2289143872647745;1.0455566849921976;0.096686750697398488;315.26646992707663
42;0.9999327955395042;4.2321091620642921;1.0455566849921976;0.017095134638617993;315.26646992707663
43;0.99972610164576847;4.2299985540127505;1.0454806486035104;0.069672893857644844;305.99489825195354
44;1.0003397072280296;4.2362660506597187;1.0454806486035104;-0.086413026130019874;305.99489825195354
45;0.99985808740473991;4.2313462256574068;1.0454066475744821;0.036099016419284188;306.07640384986576
46;0.99996312336514592;4.2324188996802814;1.0454066475744821;0.0093804939910058938;306.07640384986576
47;0.99889700770494139;4.2215386439592555;1.0472181443608408;0.28057366505553488;314.91826152079079
48;0.9987642501366516;4.2201849331779746;1.0472181443608408;0.31434387148924953;314.91826152079079
49;0.99918713561947037;4.2244979236086895;1.0471709866224896;0.20677237679722518;314.96505889976049
50;0.99908173170482983;4.2234226723451735;1.0471709866224896;0.23358449758391098;314.96505889976049
51;0.99946636094855523;4.2273471446268891;1.0470963193443865;0.13574443371126274;304.42469669774147
52;0.99993841775244019;4.2321665806360995;1.0470963193443865;0.015664984223026788;304.42469669774147
53;0.99948891861449751;4.2275773726260413;1.0470687755542738;0.13000632743719531;304.45520028317611
54;0.99982969446123837;4.2310562916049363;1.0470687755542738;0.043321471422489162;304.45520028317611
55;1.0081605684661405;4.3166265151388492;1.0459617849601681;-2.0758446035745028;294.75820330465973
56;1.0077686649566411;4.3125785947981079;1.0459617849601681;-1.9761541483455749;294.75820330465973
57;1.0306742588980593;4.5529124643888839;1.0398200398564439;-7.8027646071938364;301.77212296529046
58;1.0290121784325579;4.5352161726715341;1.0398200398564439;-7.3799728887819116;301.77212296529046
59;1.8690907491554609;19.14570738141957;0.70433458531017545;-221.0749593164204;638.1961457223498
60;1.8305401903901111;18.206692844922781;0.70433458531017545;-211.26866093048451;638.1961457223498
