Year;Node;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0
2015;0;0.074225937155046384;0.75168253849194344;0.92577406284495356;9.7272029777272753;1.0;-0.32039983366267677;0.069446181029999179;0.23378492346416455;0.33773662486814027
2030;1;0.099892551600665958;0.73553256313917548;1.1241150970022269;11.826660154074101;1.1523194421360385;-0.019119535289657819;0.060082922021330885;0.24402365128062428;0.33822809415625832
2030;2;0.062048067136241572;0.73341274004800971;1.172015310913131;12.144033660212768;0.32685576609672407;0.13885941651150535;0.085004033893088263;0.21384149269067676;0.33254642146866986
2060;3;0.11749000260347839;0.70378639085053052;1.7032704010215918;17.602289516446341;1.0020412402059415;-0.20150885551577513;0.04517858119121574;0.25328628284086008;0.33157443481047216
2060;4;0.075391109224054731;0.70124590814188681;1.7954698685609565;18.196364579102401;0.23294759517673125;0.086332221623108829;0.07912275455931661;0.2127033272504727;0.32445903276402566
2060;5;0.078251325568411648;0.70184641942366632;1.7872638474187625;18.058526347823268;0.2517233159393909;0.079290541100962564;0.072423797680468888;0.21860317473466401;0.3233710394344313
2060;6;0.06409083929821241;0.70013714453832876;1.8217611641911766;18.457536169184028;0.09802957270308249;1.8861694123100348;0.079614188963054222;0.21196190337056897;0.32435593350230951
2100;7;0.061451848873736059;0.66404110874889877;3.2021211673217302;29.804346773769126;0.68944848183030394;0.39203943015273524;0.030963434836813318;0.23456556542295964;0.29518074352177326
2100;8;0.061389624893712538;0.66090698150318405;3.264549609551826;31.077805355958279;0.12068857455853325;0.34979346137333778;0.070797579946956013;0.20114612910782045;0.30266380853547026
2100;9;0.071938795662441296;0.66174254871888372;3.2113913906285045;30.721482199588486;0.14554083415469982;0.26621561574637909;0.064547621089116394;0.20891990939898403;0.30431132231068081
2100;10;0.058136051668375412;0.65999791701334687;3.2987096768393287;31.463207645949236;0.052637379452019809;-0.13018892261702497;0.08177315259188786;0.19071963776680745;0.30330861846374818
2100;11;0.077551897837576794;0.66236671546626713;3.17054329483061;30.457731404510596;0.16354639562716092;0.37457508208866841;0.060284948576949875;0.21445550186006135;0.3057276437437127
2100;12;0.069084395772585586;0.66041531209490145;3.2475942351033216;31.274811773065359;0.0528659741355973;-0.31798707235166646;0.083388389482448796;0.19198388931797825;0.30656500231589751
2100;13;0.063933552661466483;0.66074502538241042;3.2623031340861433;31.143564136148651;0.061012184689668493;-2.6203263096667317;0.072300606418591373;0.20053691508601629;0.30360759864126319
2100;14;0.031510462732169967;0.65903037367683392;3.40550505658253;31.900289541573333;0.021875417799090729;-0.33378657758458274;0.07748036656198401;0.18967690478096541;0.29728102386465294
2200;15;0.0096030271578327591;0.580872285900499;14.19425427759389;100.26981083539636;0.14092957688370317;1.5349400032116378;0.01544443078802149;0.17973783344462732;0.21726733213838251
2200;16;0.0096088380617153184;0.57712711046356113;14.888731436892268;106.24614574086662;0.017688440394338697;0.97832838528972843;0.043290744571142063;0.15407432220632128;0.21972575105308351
2200;17;0.0096173751434533526;0.57712691588233833;14.888346140465963;106.246373546204;0.020022071218258337;0.72480219166983773;0.043347450936362872;0.15402303407264942;0.21973259265103268
2200;18;0.0096223883331844062;0.57523478013480978;15.277133766542208;109.42066032345585;0.0068580155426896071;0.40416283412625376;0.061364708094975746;0.13677067054998771;0.22062814589799326
2200;19;0.0096201719876921627;0.57755338900648545;14.748038780523123;105.53320489184429;0.024744580155226834;0.1100441401671759;0.039989669548610517;0.15794754078629744;0.22040101439032922
2200;20;0.0096156204266788382;0.57545208894740663;15.198363704800535;109.04338905847786;0.007406143634949766;0.029555048530482964;0.058789053107372174;0.13970267133773509;0.22104910314558615
2200;21;0.012125613900873636;0.57618282438556467;15.016451123058069;107.80299065928116;0.0082810549636784126;0.7927024499904789;0.049572044424177709;0.14908161343127682;0.22119675487424253
2200;22;0.01212611335153399;0.57463372442989913;15.324329569595399;110.43352412427303;0.0034753388435606832;0.58699847899799096;0.071440925777198794;0.12800743149907443;0.22213586886498179
2200;23;0.0096308193615385583;0.57788720590896792;14.633188146209443;104.97735368981017;0.028251817321260097;-1.4516243102475457;0.037768318368142151;0.16069501740881972;0.22102317839055446
2200;24;0.0096348388931955433;0.57564035541774217;15.130407442706925;108.71768934549554;0.0076665561227940151;-0.98407848988966151;0.056467364274731785;0.14233237128639423;0.22141535614943342
2200;25;0.011001036130166173;0.57607368430612493;15.018051009469753;107.98162581810041;0.0081410734684930989;0.97465847063595845;0.0511555618961331;0.14780379578623892;0.22157782232728479
2200;26;0.010991379781786863;0.57456992521606243;15.333953832892151;110.5426684979213;0.0034592297597579439;0.59767295415920074;0.072695591952781108;0.12681611439192428;0.22222474034053755
2200;27;0.012992038788459967;0.57672212897843234;14.823149111979637;106.8841542250249;0.010099574966274831;0.80209966354498619;0.044714398143772364;0.15486013183110767;0.22227992728921209
2200;28;0.012822305741056639;0.57489628321161512;15.216052416156705;109.97032928832917;0.0035420431275913285;0.78462813951869492;0.067323726198171535;0.13273334279089091;0.2228497314915357
2200;29;0.02338662743194753;0.57618525953463029;14.809427306922744;107.75288225903415;0.0036728547207764959;-3.4274744157745118;0.050580748625494984;0.15100898145846603;0.22451912409315813
2200;30;0.021744660675948227;0.57460299857759134;15.184481492919192;110.45380849364351;0.001461084392536941;-1.2603635052796491;0.073474199743619656;0.1280240758133451;0.22445600293534118
2300;31;0.0021162435384092762;0.52269890834994548;61.386875181312142;263.21992294327919;0.030859860751225324;3.9895241375532464;0.0;0.11212884447258027;0.12476407778438979
