Year;Discount Prices;Net Expected Damages;Expected Damages;Risk Premium;Expected SDF;Cross SDF & Damages;Discounted Expected Damages;Cov Term;Scaled Net Expected Damages;Scaled Risk Premiums
2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;0.89814188114611859;0.0023321633594068553;-0.24427053526636655;3.8855308368623347e-05;0.89814188114611859;-0.21938076645440613;-0.96522171841792104;8.8315982976205909e-06;0.045772977936041216;0.00076260660106906495
2025;0.80668225033001795;0.0045115859146384277;-0.26251335353790761;7.5306015765480501e-05;0.80668225033001795;-0.21174774612964459;-0.93167609841649901;1.7116643994313785e-05;0.088548137802757068;0.0014780185033698454
2030;0.73510855254244922;-0.34856099576392774;-0.10777456016846099;0.055864286820222916;0.73510855254244922;-0.066528355196733169;-0.34856099576392774;0.012697645729603288;-6.8411480285517436;1.0964389598698989
2035;0.6611036394653178;-0.33044994500966396;-0.11361222965053375;0.054311970637259017;0.6611036394653178;-0.062764645727147905;-0.33044994500966396;0.012344812782589448;-6.4856854820583116;1.0659719112791699
2040;0.59456990713866686;-0.31316067319405627;-0.11971628748808083;0.052811701887157142;0.59456990713866686;-0.059175892003421188;-0.31316067319405627;0.012003809931352971;-6.1463518525533418;1.0365263888977487
2045;0.53473244975269851;-0.29664751255139599;-0.12609362158622628;0.05135149876586053;0.53473244975269851;-0.055754437391387163;-0.29664751255139599;0.011671913777605361;-5.8222508264815529;1.007867227873005
2050;0.48091729250130472;-0.28087821649354067;-0.13275063661752351;0.049930327343169982;0.48091729250130472;-0.052493187425235913;-0.28087821649354067;0.011348889314688054;-5.5127495054820272;0.97997413543084799
2055;0.43251829857059032;-0.26582181725106258;-0.13969314140754863;0.048547179600293776;0.43251829857059032;-0.04938533241811064;-0.26582181725106258;0.011034507425463171;-5.2172400903536387;0.9528273273560226
2060;0.39239209171443079;-0.63355367112686622;-0.36698821057262188;0.052621282926873639;0.39239209171443079;-0.13204274283414974;-0.63355367112686622;0.011960528746977339;-12.434651326124731;1.0327890679967473
2065;0.35321361148163605;-0.59909779751480363;-0.38552206434502578;0.051298603268440712;0.35321361148163605;-0.1245117497317528;-0.59909779751480363;0.011659890921409427;-11.758391690945022;1.0068290568432838
2070;0.31796453047091255;-0.56624780713637191;-0.40477791022212051;0.050013156660358528;0.31796453047091255;-0.11733730220497676;-0.56624780713637191;0.011367715963796987;-11.113650455848374;0.98159981250567041
2075;0.28623376289943053;-0.53490386591425576;-0.42476020703728357;0.048761455345025149;0.28623376289943053;-0.11049750126423985;-0.53490386591425576;0.011083211125982997;-10.498468194193519;0.95703288135216824
2080;0.25767007434277239;-0.50500251935543539;-0.44547004828695003;0.047542380105272078;0.25767007434277239;-0.10397817844352787;-0.50500251935543539;0.010806122016048955;-9.9115994953203383;0.93310629669568712
2085;0.23195730030536327;-0.47648285980130917;-0.46690463399000626;0.046354862651936904;0.23195730030536327;-0.097765732582653031;-0.47648285980130917;0.010536205817732569;-9.3518489348594098;0.90979909140454529
2090;0.20881084396849497;-0.44928642732999025;-0.48905668236619571;0.045197882894208161;0.20881084396849497;-0.091847107923325358;-0.44928642732999025;0.010273230669992139;-8.8180691297580545;0.88709124432798658
2095;0.18797452374978713;-0.42335711443325796;-0.51191377528287396;0.044070466358261381;0.18797452374978713;-0.086209773029477077;-0.42335711443325796;0.010016975080276699;-8.309158867390888;0.86496362963218554
2100;0.16593029479186791;-0.059857148156053391;-0.081993473281416485;0.020753887222108924;0.16593029479186791;-0.0088879565545929885;-0.059857148156053391;0.0047172446380015932;-1.1748061776248007;0.40733305326702623
2105;0.14910925819558274;-0.033420038708620543;-0.050943794050806179;0.019220420923660844;0.14910925819558274;-0.0032274951743216929;-0.033420038708620543;0.0043686961662625576;-0.6559294777791177;0.37723596818874139
2110;0.13400085813601004;-0.0086594528689152971;-0.014688309677893252;0.017803743405039398;0.13400085813601004;0.0020784470416659057;-0.0086594528689152971;0.0040466931430710625;-0.16995762475569384;0.34943107684577929
2115;0.12042345220065712;0.014509416803777847;0.027385951244573992;0.016488968971055836;0.12042345220065712;0.007045762922295579;0.014509416803777847;0.0037478521316250965;0.28477388281799487;0.32362622020275811
2120;0.1082218840398001;0.036164573778391759;0.075955146862083378;0.015269879119883258;0.1082218840398001;0.011690768796529982;0.036164573778391759;0.0034707597005956079;0.70979600590486613;0.29969934877040427
2125;0.097256722872481868;0.056380605814891981;0.13176469270492208;0.014140591145373742;0.097256722872481868;0.01602908094594838;0.056380605814891981;0.0032140787431680397;1.1065726659225301;0.27753500366474776
2130;0.087402669503302527;0.075228825601730345;0.19563589065411113;0.013095541476805082;0.087402669503302527;0.020075643784083726;0.075228825601730345;0.0029765446902582197;1.4765035050109336;0.2570239896191337
2135;0.078547123924373907;0.092777405822278031;0.26847316607127025;0.012129469796663501;0.078547123924373907;0.023844756946340639;0.092777405822278031;0.002756961900571557;1.8209265369585204;0.2380630632666155
2140;0.070588898120723276;0.10909150886518962;0.35127196729207166;0.011237403901826121;0.070588898120723276;0.027350101331479006;0.10909150886518962;0.002554200219632919;2.1411206930057265;0.22055463601292977
2145;0.063437059358383119;0.12423341138555138;0.44512738641251381;0.010414645274813306;0.063437059358383119;0.030604764134104075;0.12423341138555138;0.0023671917002114976;2.4383082665856839;0.20440649084589338
2150;0.057009890726936331;0.13826262391565916;0.55124356543224118;0.0096567553333431807;0.057009890726936331;0.033621262906138878;0.13826262391565916;0.0021949274769200305;2.7136572609048377;0.18953151245772309
