Year;Node;Cost;CertainEquivalence;Consumption;Utility
2015;0;0.042454123343915628;0.74933903686463266;0.95754587665608437;10.00625648503989
2030;1;0.067842661310409683;0.73326595787346849;1.1638326987807939;12.162489602992922
2030;2;0.038245666649874201;0.73176849424138923;1.201589090636221;12.39371258755412
2060;3;0.14658255645942736;0.70157002544996316;1.6400614967577976;18.070573060196086
2060;4;0.053965014473182006;0.69991748729623326;1.8327586577904507;18.511627683632646
2060;5;0.055492925229857756;0.70041694491940631;1.8277150270787783;18.395319182753425
2060;6;0.035872825361982927;0.69892173438307148;1.8745230301888038;18.75617607711683
2100;7;0.023957320574357361;0.66089888338711522;3.3484871653050932;31.106186367557214
2100;8;0.023939631743274455;0.65874210509299003;3.4060814053084849;32.022316458355846
2100;9;0.042047648761329798;0.6607237553726002;3.2850437154664922;31.159182005611431
2100;10;0.042000431628774169;0.65895522390283867;3.3376529261633086;31.911593711368667
2100;11;0.046390809422185056;0.66131321095298456;3.2510626675613818;30.907779559159188
2100;12;0.04565116201099681;0.65935811707225667;3.3134976981724171;31.734749809827118
2100;13;0.052737149988635781;0.6597782884468818;3.2839642198289094;31.550091148119261
2100;14;0.021090925463777901;0.65851907697463519;3.4314162088218749;32.124505572121691
2200;15;0.0021025235495748802;0.57903071694181019;14.601530760041204;103.17579125124634
2200;16;0.0021027273697447396;0.57617470210628086;15.181113702644813;107.85246149935152
2200;17;0.0021029914275732908;0.57617384644117908;15.18039561349582;107.85370165808257
2200;18;0.0021038372628123672;0.57464980495458962;15.487006499895177;110.44249340873772
2200;19;0.0021040268036947689;0.57749059345022258;14.692852265511375;105.62114495943906
2200;20;0.0021038817530291305;0.57534740085143288;15.214636147522928;109.22018002684459
2200;21;0.0021106205844288952;0.57535335020716016;15.213732333926616;109.21012932734521
2200;22;0.0021114707299594668;0.57412614741116963;15.502634470207362;111.32773496262307
2200;23;0.0021000382292864386;0.57787808468146218;14.53697806470165;104.97046423579262
2200;24;0.0021009271265359556;0.57556869506534492;15.11718216117225;108.83288045533668
2200;25;0.0021789763162516681;0.57562834873777979;15.104169535068865;108.73165503271143
2200;26;0.0021798248206604766;0.57425310470752133;15.445704490176645;111.10063434435423
2200;27;0.0020943009529117425;0.57578209742189557;15.017136384497018;108.45934080069154
2200;28;0.0020954243976616092;0.57432656458674258;15.398779056342455;110.96633636013496
2200;29;0.0063862125811840987;0.57601843419412768;14.960747457479135;108.05926705999822
2200;30;0.0062435575103846567;0.57425760232044376;15.372962791083884;111.07687975246337
2300;31;0.00021855969545772603;0.52183680043095282;62.567961998836587;267.19224273740491
2300;32;0.00021845112333155923;0.51820941925545849;65.77584535463501;284.39824670745395
2300;33;0.00021855066507883047;0.51821176698156979;65.775910260175834;284.38699676088964
2300;34;0.00021890714532292382;0.5164449904613172;67.77726643958043;293.25733700844035
2300;35;0.00021846163494771618;0.51821176737811347;65.77811086004084;284.38727195036091
2300;36;0.00021844748821169671;0.51644063073274893;67.778522118857254;293.27912779798561
2300;37;0.00021832570231828898;0.51643856065908489;67.779497569435463;293.28952286213854
2300;38;0.00021817400246647379;0.51532787700697302;68.972650001775705;299.01116642024579
2300;39;0.00021712153710872403;0.51932692511344059;64.160354153280338;278.89308792624104
2300;40;0.0002172181990639628;0.51706558264140767;66.84766597310923;290.07937541650409
2300;41;0.00021705668108728919;0.51706582406257784;66.847128773988459;290.07812405666527
2300;42;0.00021719609340466463;0.5156174321649496;68.537965888360119;297.49233728621039
2300;43;0.00021705355683279329;0.51707590954688609;66.843361097045374;290.02821376273715
2300;44;0.00021697356656130598;0.51562140845802817;68.536136982845065;297.47206077155465
2300;45;0.00021650553878106214;0.51562081304951535;68.535527378928066;297.47498514524011
2300;46;0.00021683608619475967;0.51486729532223208;69.377021427993014;301.40782341459612
2300;47;0.00021620938438754485;0.51963002475860798;63.722602863593714;277.41950164709766
2300;48;0.00021650477898678275;0.51723216331833455;66.587146797477359;289.23117028272412
2300;49;0.00021655605141055297;0.51724315531857978;66.583516931779457;289.17700884588925
2300;50;0.0002164987435287694;0.51570198884212326;68.407463174242949;297.04989950246085
2300;51;0.00021533226504643046;0.51731027653235317;66.497265908008856;288.83841598470167
2300;52;0.00021557221152191021;0.51573800493165267;68.364129462335612;296.86320935288421
2300;53;0.0002153863550478087;0.51573748459672353;68.36479985320716;296.86591122871687
2300;54;0.00021501838552298033;0.51490182836451415;69.323161326577079;301.22442225265922
2300;55;0.00021625312846474513;0.51739813698267056;66.33326764277119;288.38937473712491
2300;56;0.00021627308172756751;0.51577773289170703;68.280831331827088;296.65293256925605
2300;57;0.00021635807057993501;0.51577683571573363;68.280442116694203;296.65739215403329
2300;58;0.00021629205084809774;0.51491507351322774;69.295366678815;301.15320633133308
2300;59;0.00020224493556590499;0.517487169896239;65.22978400185886;287.81528257879842
2300;60;0.00020070640007126885;0.51556716896620158;67.959762384573281;297.67232446398509
2300;61;0.00021721993299796732;0.51554994297991674;67.927477023565743;297.75511274220901
2300;62;6.1980557565023469e-42;0.51463283094041112;69.634111895765074;302.64242570763463
