Year;Node;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0
2100;10;0.047807409346131098;0.04047840486757466;3.3636128265968783;359200.14897816273;0.18086054419067191;-0.037817804306694569;433.23501238375604;445.76391985507382;965.04214624851568;0.067693830224363108;0.35279418676177876;3.2494597283454798;75.880406220603589;0.16400675847265078;0.11543526674393512;0.25891415980999749;0.289335641483006;0.60816388569856672;0.054785084355986988;1.0227812715699665;3.2887244588540452;20.092677260536817;0.14486486962916317;-0.88053288647040873;0.090915275552053365;0.10434087927858883;0.21782878292781435;0.058523942445651261;1.7908777984338857;3.2793631477920244;16.323207102576792;0.14987043176767489;0.18571733319308059;0.071890642440146688;0.081740147684212283;0.17105335467136668;0.077776895764623835;0.13955748664596906;3.2306880577013417;48411725.028181322;0.22061747554975453;4.3983809717624833;20384.355343552834;22843.204824475695;46971.425027808669;0.068751120448723599;0.58673075666330521;3.2663592675831512;102.81860707341646;0.18342239945461039;0.52439388934120146;0.25026196259092426;0.27204827111566721;0.57436982379055979;0.037783060649251257;0.69746514542225069;3.3246980755254159;17.030040938791362;0.11900534946156664;6.279339812636664;0.089935703161409503;0.11172330993975284;0.22688702853954534;0.0024919438670064735;0.7163434277485714;3.4313277643501263;11.951371544661233;0.089330918191872555;-0.45031321791242362;0.074964954180229373;0.097297022456305768;0.19609074051274233
2100;11;0.058670248333176085;0.040702652063426187;3.2839352096307035;351343.46404081024;0.20287535874114113;0.25778072028623811;408.58317795432509;472.94588591172254;967.28570335364168;0.084809783699031374;0.35525541760845464;3.1232439484899972;73.645285516329764;0.19809759502301699;1.5760432016220793;0.25476543828368886;0.30021385985397991;0.61550443789315268;0.087453209317104708;1.0220317476142631;3.105288352010438;19.341524600751452;0.17985531850604541;-0.05835543214320893;0.090633588908056159;0.10834868958712247;0.22198796586677502;0.086440649371807551;1.7770270867756044;3.1133045722536372;15.75104878467396;0.18269799223093636;-0.067069254521445743;0.071018674621165456;0.08458795918652956;0.17323645860188627;0.075360937089725799;0.13992884110390175;3.1859660789495723;47269091.105270967;0.25690531674081829;2.832286185600319;19437.942357022948;23340.856298156345;46455.204081277094;0.071571689452295084;0.58837190063800782;3.2052740871731338;100.27754405901429;0.21197780763516413;0.27433409706212331;0.23925847150741597;0.2797629556694578;0.57046076934424939;0.099173606078451132;0.7020952312495613;3.0390883754995865;16.023994381117515;0.17226152029154615;5.5476251438439039;0.091913578199284918;0.11649981167059578;0.23429857066810614;0.015408008177360882;0.72201336914073155;3.2888888992119263;11.15062815626321;0.12604906268414937;3.315556967049238;0.06883938703354521;0.098681189197187338;0.19030538258150867
2100;12;0.058658136642038214;0.040512618083250518;3.3120369280136686;357949.18334180088;0.18131704960931558;0.22964685688977582;432.67211122566738;459.5977375022652;979.58223929740325;0.074282374884312483;0.35310020729633812;3.2159661413140097;75.587313112113165;0.16728249382886262;-0.68223342703319645;0.26113825842871674;0.29146892686008885;0.61305694207203698;0.069050463785397656;1.0226141527515007;3.2286238460550361;19.918742307225827;0.14905408313731067;0.9446582355318256;0.091788549070213374;0.10533411007984311;0.21992083987296993;0.067506429474483098;1.7879302522867422;3.2368104081727678;16.198971430762537;0.15276318268918171;0.21103083389353294;0.071932979110376424;0.082357226640146872;0.17177702777749587;0.079151392289613445;0.13956952539048104;3.217136121683585;48373635.89045164;0.22229138798066422;3.2411357416601838;20380.844221355033;23010.133677253332;47150.072130531677;0.070742750514595526;0.58687823563532804;3.2502060526063965;102.58125487468278;0.18474955875859206;0.27018042013322585;0.25026627929294043;0.27355902476449651;0.57606125754839366;0.035360926073423081;0.69777240703317356;3.3275744704394818;16.966295174644113;0.11983925488249055;5.3135127237795121;0.089219498547223261;0.1114451477392176;0.2257265938616573;0.0017647783399519297;0.7165931322806377;3.4200861229902459;11.913845330343154;0.090900669174241486;-0.048229648635889077;0.074079272188788597;0.098214978982400683;0.1961205285675148
2100;13;0.063168847950681048;0.040509085611382022;3.2922542544253646;358053.46392494976;0.18132324403851036;-0.44614765753756558;429.95667557129974;469.35920127289512;987.30488420457039;0.081168747574115588;0.35408547508011623;3.1844865714863739;74.698696280092832;0.17348178823395308;0.2875134055858819;0.25626920776472284;0.29546320601697862;0.61155334454403154;0.051434842808821053;1.0223364927309453;3.2802491082682703;19.665605327036886;0.14920702476154077;1.5361654593908369;0.086162162217721439;0.10569385491264774;0.21382890632226881;0.047663815512397303;1.7824610199642825;3.2961920617600615;15.99377726013363;0.15302948467439295;0.23685653979046428;0.067611249635611145;0.083158642323437643;0.16768889489168318;0.067035118414742245;0.13958054416308438;3.2753346859165324;48342100.797131412;0.22168551416205304;4.5926519261922927;19931.785508606878;22569.84158497415;46186.632171781748;0.072301145606346776;0.58727884765817218;3.2375463164034777;101.95735433738344;0.18822434473474797;-1.417757510827089;0.24681245312050509;0.27590758662244586;0.57465615435381012;0.031671508483828097;0.6985186268720206;3.3314177694252027;16.811878804696423;0.12460042441023193;8.0557268774257729;0.086736488670701772;0.11168934364880113;0.22315866164485099;0.0013734521521212577;0.71655553072915612;3.4170488235563163;11.918559992740413;0.096292369535690051;-0.025598247768909843;0.074404303498932664;0.098152024041735716;0.19640055368727197
2100;14;0.060532926691453846;0.040400260978813503;3.3191354159837525;361918.34079726832;0.16925642659969312;-0.54149520391502115;443.04968880649221;459.04237561422502;990.52438488384712;0.021654083014447007;0.35181908976203446;3.4287894386873159;76.864519262233557;0.13737024072787507;0.32231332752203912;0.24143029635617555;0.28016597634444113;0.57826586189454698;0.0095734163969756394;1.0231235984855067;3.4664744173391666;20.464487261817773;0.11645077772775253;-0.8618768451615022;0.083433814336535142;0.10539205672482875;0.21062500091301151;0.013722561264049936;1.7970964190378644;3.4537993319060742;16.601731234482497;0.12212736794876601;0.52561405011650741;0.066794387951871675;0.082777184965036138;0.16646578188844119;0.02991767852793472;0.13942479086288934;3.4255435435261092;48835617.134647779;0.19885648270749759;-4.7403755097378486;19876.644149910459;21029.519368644709;44440.610955130956;0.0495298831429411;0.5861946962267971;3.3448259351749501;103.69725662046672;0.16583158532430181;1.7985229400935498;0.24682578380612616;0.26686513145144236;0.56473239875693226;0.0092369937609090239;0.69450808341187853;3.4563775344937775;17.694330817500294;0.095025759561435955;2.7779664177317365;0.089196234730920837;0.11211425189733512;0.22674166001453452;6.4711460634764582e-05;0.71284848754778507;3.4762286421106436;12.467362330552254;0.078029137208057459;-0.29832868758403741;0.079517860165158397;0.09813156174642701;0.20257231492726824
2200;15;0.0095964982570273319;0.035367905033563081;14.678537387645035;620959.68272285897;0.040537880423237554;0.046686932344108811;115.63339129436157;160.71556660417318;303.29057928390921;0.0096027070816336116;0.27825836090505685;14.209260917397978;211.1165560767065;0.031111053710563833;-4.0881694004664126;0.13206151179072376;0.18144237027557364;0.34800973022111575;0.0096228646386685331;1.0478254173204105;13.82650462757252;69.500989948824028;0.026008706783088972;-0.79893006725040294;0.067872462096921354;0.093186163888175522;0.17990570626686064;0.0096781617972613605;2.3641050614095263;13.843657429438665;57.659191765071498;0.028064486351412399;0.10306330386686824;0.056110706615898752;0.077560603179943857;0.14888555617392565;0.0096093789883673238;0.13423393784556689;14.09730147600523;68929582.24888961;0.071476893502025018;13.6782979181854;4918.7961533684374;7533.7582486848332;13533.339876351656;0.0095988418313987627;0.53190907395803211;14.210524188233405;251.18520992248742;0.042279831591868912;4.336678851020892;0.11398528862421199;0.16109301816941135;0.30249675987152103;0.010088042614336922;0.60548869474093781;13.161173036123909;61.085371321203056;0.02118800260509919;15.831212465576527;0.074814766444601014;0.10522358368343636;0.2033437990231684;0.010238272761614318;0.61877763924387008;12.72916814144698;44.620257368021136;0.014983515240252415;-45.660607500604478;0.071872638879510536;0.10064668517052629;0.19748862732084133
2200;16;0.009600271826324289;0.034968139377868995;15.17056289631225;649787.97587497486;0.030711620311122425;0.041173868214272602;129.57814566798817;151.11990218619511;308.03184311970182;0.0095914610959494384;0.27492897311162839;14.896854092912474;222.21201205840958;0.023314223703195733;-2.5599878064490156;0.14460978088243859;0.17052575794048089;0.34971762095323394;0.0096232766468525889;1.0490126441625622;14.653208779896421;73.633840183128314;0.019094779553958743;-0.53041886732341226;0.073646939159687369;0.087373257210087429;0.17985134473874412;0.0096758461062750132;2.3943159310040918;14.664176424027026;61.066605974951855;0.020666454175563891;0.11754331456561573;0.060961114568952708;0.072657771039047303;0.14886644041479383;0.0096049988212155209;0.13338311359990279;14.827205163288426;72987897.001456767;0.048758687700883929;8.5964137071126601;5632.0567676630499;6916.7534138677729;13634.886851878993;0.0096004008591274309;0.52881186086242149;14.897461429109541;264.71599890494724;0.031010365824536982;2.6121071730361933;0.12636771185065615;0.15035061005865907;0.3042695234690716;0.010173401138737921;0.60067669172647298;14.192446117269654;65.643775135776252;0.014578537068656626;11.606731839061446;0.081241856596134782;0.098199666435611163;0.20256165639829635;0.010243975113079663;0.61334826136823917;13.87634116350913;48.322549569476372;0.010126639251300964;-36.394586245457461;0.077536807979861996;0.093844612162515537;0.19605027271227571
2200;17;0.0095934125689614048;0.034966466744347911;15.170727495851553;649911.47256472113;0.03088560067985054;0.11600967962870357;129.48573019616694;151.27444806455676;308.1008457342125;0.0096004460947243277;0.27492284875837197;14.896164403229067;222.23237999164863;0.02335840940137034;-2.5877248846226664;0.14476448930418037;0.17042329174887558;0.34977718788238704;0.0096504504155050311;1.0490098173181648;14.651167814586071;73.623716233957495;0.018990445701676548;-0.97994257748368341;0.073610185528756686;0.087410815540970146;0.17985166112539838;0.0097356271726701648;2.3941112241883116;14.661061940252765;61.043384704296351;0.02057557808413293;-2.2316880676424233;0.060915210807268312;0.072688439592896087;0.14884697265962232;0.0095957680108461983;0.13337980820584677;14.827719796552165;73004139.487755314;0.048769567568233224;8.4946776450767203;5634.5158309289745;6916.852528994862;13637.732353254991;0.0096102067799481456;0.52880644642468877;14.897210864154784;264.7398997054151;0.031166443088676273;2.5984635906667108;0.12633191268129221;0.15041903012160701;0.30430573499297031;0.013594571775713625;0.60256139828546218;13.740824850804398;63.807243042336843;0.015413791642132989;-0.68259672087958023;0.079194358492549244;0.10104530648386782;0.20345545100086948;0.027771417228970731;0.61996209900439958;13.01993036201781;43.957098145635847;0.010498741940487773;-34.665631398515195;0.06761071754679375;0.098709550730672224;0.18941657783262439
2200;18;0.0096020606272833233;0.034791329741767803;15.420477782852899;663079.12245435792;0.027241744574613473;0.047594318263399771;136.21390647903513;145.791574840159;309.54055044084669;0.0096021699826546181;0.27317488491991582;15.281377212415665;228.34928543433958;0.02002558641939612;-1.4368606345788848;0.15047950124471832;0.16531461198485731;0.35047816273920018;0.0096660998523617325;1.0496740798342736;15.140628728025645;76.040970563603679;0.015961749300486622;-0.62845423952584412;0.0761299687241839;0.084801774282057388;0.17975353614420753;0.0097334159618672582;2.4112698942764368;15.146259520379603;63.047096821284164;0.017314301097681464;-1.3598937034217329;0.063090943271102984;0.070471746045234859;0.14881668541860343;0.0095889685138513068;0.13294614685223494;15.243718312950277;75175186.938430831;0.040000370969099773;4.8067468774197764;5870.4218206282485;6703.1142309381285;13662.54457675987;0.0096050132910722834;0.52717231504267636;15.281982766052607;272.20694501532199;0.026420522494202091;1.3883167547970032;0.13111577788665782;0.14631837244704979;0.30508922636384261;0.01364255267961065;0.59910682774624369;14.509063027547882;67.203800555671933;0.011771085382249502;-0.38457142952736945;0.082829934346309711;0.096916810166762055;0.20288227090476063;0.027633550271555573;0.61447292080482574;13.92478753019477;47.585777711835888;0.0074783136533129093;-27.633628666161592;0.073789425717060028;0.094525536663678009;0.19198689609371067
2200;19;0.009596098981666969;0.034975752066312343;15.14712457125991;649219.28512690798;0.031214253501054376;-0.27848441124778134;129.34134675736422;151.58468383489287;308.29016074570507;0.0095692516403125209;0.27574461088811486;14.581002087437724;219.37804930315363;0.024439343130979608;4.5764478054296731;0.1439088047998727;0.17441147050853162;0.35344834152934906;0.010186027745599065;1.0488246477799894;14.470018689445592;72.954862547885725;0.019772236083179913;0.56305994708303331;0.073130467375478833;0.088390251895092309;0.18043711887964767;0.0098479012988764904;2.3915745185168125;14.554358952226755;60.746053884301908;0.021261521825874919;-4.6631255857603193;0.060719262544280929;0.073123363588036144;0.14912799338435925;0.0096092964721334242;0.13341292452702846;14.757677782697428;72840704.1520558;0.049773619319454482;6.5498539295509417;5627.2937511118926;6957.6314495119341;13675.571729301788;0.0096090028147187648;0.52903952108196495;14.796558036979077;263.67933327355121;0.032072953572954144;1.2201447591280612;0.12603936498418131;0.15152483803199684;0.30524216955630878;0.012474153043567181;0.60275250675287428;13.665335147645793;63.617995643879276;0.016214736583548245;-10.925463684877457;0.079212238885165792;0.10150822984443245;0.20403015070354011;0.0444494679467929;0.62620136541311311;12.446738063922906;40.270357969492515;0.011856334787770055;5.6790987648092539;0.05753912967767328;0.1015344466302972;0.18066460779413679
