Year;Node;SDF;DeltaConsumption;Cost;CertainEquivalence;Consumption;Utility
2015;0;1.0;-0.29267176979819176;0.065252755797425177;0.7513905438441183;0.93474695826131127;9.7632051692427737
2030;1;1.0906982968885155;0.0028477107910651611;0.092403597876227248;0.73519015647596331;1.133380948119985;11.877859813561532
2030;2;0.38668028963148349;0.001573830688350597;0.051116400428392245;0.73349724485611112;1.1856242406248316;12.136343909081928
2060;3;0.91435281635388022;0.039618935819007994;0.11586114861061973;0.70341137491661365;1.7043328896545922;17.684561372842264
2060;4;0.2617122224171497;0.022726860651944847;0.072615097744358675;0.70128744591258485;1.7996521625886033;18.188331714311953
2060;5;0.28451112719118288;0.018255351654294927;0.073948766060422014;0.70200860518978714;1.7941843847271877;18.02443984077771
2060;6;0.12913906821161239;0.0108737232233036;0.038058108440311086;0.70070719710906881;1.8715907403579775;18.342931427620432
2100;7;0.6075510624240017;0.1824759581443125;0.070689719731203998;0.66343299030804204;3.1575165095619959;30.02987929559745
2100;8;0.142390175256532;0.11413716073072067;0.067056296242953409;0.66091023647825897;3.2367340414807657;31.068014481274645
2100;9;0.16170336631229354;0.10877949074501458;0.076391940381100226;0.66175766524919777;3.1872297938556051;30.707986785548691
2100;10;0.062981341943983513;0.065165112958176508;0.059402801978277936;0.66018900905279565;3.2890250077905554;31.381005016417813
2100;11;0.17967760268015653;0.084710711535462835;0.083798813236014666;0.66250209667778159;3.1377338405042097;30.393473729738226
2100;12;0.066120531950500078;0.052580438581584232;0.045230430872331785;0.66097064945589212;3.3238230042481134;31.069479779842506
2100;13;0.07835037673520083;0.044250214165364454;0.039167789168211779;0.66192656097555747;3.3361687586121129;30.684241194503603
2100;14;0.031316597240808798;0.027437177250888567;0.0081098890635256677;0.66043214319191601;3.4801278002396647;31.336520483170414
2200;15;0.11377322093319529;0.65615300270174259;0.010092179602193189;0.57915010159281866;14.253438025295925;102.91392277947806
2200;16;0.022968682418461287;0.17027763791030992;0.0095529135686636887;0.57641186712391945;14.867802725461665;107.39698115342703
2200;17;0.022355512656315208;0.55335717054152411;0.010254726319548338;0.57658195712039173;14.866747975804554;107.12071559709426
2200;18;0.0090940132658193455;0.17042297392713124;0.0097290513290573463;0.57506315356627247;15.234402283211917;109.69637230979798
2200;19;0.026356243656649125;0.66713826173714352;0.010731163860317217;0.57705725462059654;14.690734898615226;106.31451791579023
2200;20;0.00919022998127207;0.28222758179605734;0.010229893405943959;0.57531852108627357;15.137077791822517;109.25080219043598
2200;21;0.0095247721799977883;0.61427727939467047;0.013713099412383831;0.57617985629367552;14.942417775344152;107.79141434171568
2200;22;0.0045295590995397877;0.32167765911470525;0.0083795698230263223;0.57501300509538988;15.355806021286114;109.80670028996701
2200;23;0.029899875874079031;0.73582422793450064;0.01084272804257369;0.5773981710893572;14.538687590191147;105.73430577413369
2200;24;0.0093487434445848703;0.33549480417178756;0.010353033258222804;0.57551093361664829;15.042730128743241;108.91161452465035
2200;25;0.012111104487471595;0.48120652872327696;0.018965019676639019;0.57774376366572244;14.448322722055275;105.16367884692609
2200;26;0.0034021455912209915;0.30746190442432209;0.018339913700249153;0.57560761963513707;14.958307942847341;108.73327121041477
2200;27;0.015705488829429164;0.35480464350872154;0.024723221167403907;0.57931415211348469;14.140373972842248;102.63478904028058
2200;28;0.0032125386503254832;0.22632128468629276;0.024379248019434578;0.57656452892852483;14.723837329670191;107.11704738848418
2200;29;0.0066599119881414247;0.12817132577360724;0.0091914857367225364;0.57986018536673423;14.782171686350148;101.93386807990882
2200;30;0.00090410643426310628;0.060625056878649275;0.0052411990291930275;0.57587733201419744;15.322908454836568;108.37023716240407
2300;31;0.022462080187073519;2.9488798190548948;0.0019279789293044016;0.52043067980562252;63.165709351320231;273.64239113501134
2300;32;0.0037091161151886769;0.8714918409637562;0.0018546834937475979;0.51755943135411919;65.829691369537258;287.5411455490235
2300;33;0.0038021162025372477;2.0013624687095444;0.0019683156796426286;0.51761955707635421;65.994775536433636;287.27041086793287
2300;34;0.0014672516625953511;0.53512419241599218;0.0019069047650468861;0.51619526842010299;67.688538937868557;294.48805309254533
2300;35;0.0037804131789683209;2.27642779505004;0.0019521579000853588;0.51780459662894518;65.666292637515696;286.33301658967957
2300;36;0.0013749029779673992;0.62022157867716032;0.0018897084315849574;0.516301212782454;67.484558817591136;293.93460930085359
2300;37;0.0013735415738490629;1.4141555579485043;0.0020052583919873928;0.51634944932511107;67.579067459609817;293.70674717250398
2300;38;0.00071790083838422407;0.16158264227357222;0.0019611454552070978;0.51535838117512833;68.694072203740987;298.8213156943192
2300;39;0.0045625956588058684;2.2732414104169152;0.0019428268311315158;0.51813770308713991;65.103808702320379;284.65717837284444
2300;40;0.0014904693742258319;0.56949910084824751;0.0018788818319337701;0.51649050880758274;67.145550506168973;292.95164082039832
2300;41;0.0014198285705324415;1.4524017260967526;0.0019837788917711394;0.51653814901493722;67.248997965067417;292.72877910889838
2300;42;0.00068888317257021511;0.13336668073691271;0.0019345194513161845;0.51544719863224897;68.525751209018168;298.35037540815711
2300;43;0.0016068492347878923;1.5854370864474276;0.0019639253890251672;0.51725899823107024;65.874094380722823;289.00935696307499
2300;44;0.00059361140864911039;-0.073705017133818274;0.001897006914846506;0.51580936273732825;67.748639891214793;296.42640242598736
2300;45;0.00074416346833563313;2.0489886958969805;0.0031272654582671453;0.51660157793186134;67.357696186264803;292.4286433385596
2300;46;0.00030950891284489007;0.79794225751186332;0.0027144603399696567;0.51525110159975185;68.856056025822923;299.3859378788872
2300;47;0.0052290688986016158;2.3283723337456763;0.0019379646380101121;0.51834412849256084;64.756010687265672;283.62389083122355
2300;48;0.0015980202458165361;0.58399505902713145;0.0018728366697545885;0.51660801212220531;66.936520194760973;292.34336978034179
2300;49;0.0014602136530868632;1.4997018484905311;0.001974426090824937;0.51665552553234273;67.043894373398629;292.12219274361871
2300;50;0.0006765090533908815;0.13895030835016087;0.0019218029041899239;0.51550290318394743;68.421508797398403;298.05557037668541
2300;51;0.0022338789552055344;1.7220565695623691;0.0020839692036081444;0.51834190491298082;63.80331797003322;283.51184230431454
2300;52;0.00055576198868885127;-0.1250886862649736;0.001968600939120537;0.51637837426659527;66.52895045517468;293.42897579322505
2300;53;0.00053958516813153753;0.99748023589967261;0.0021248236540253825;0.51641564062750789;66.682370498809718;293.263728310776
2300;54;0.0002368447637265167;-0.51777795005705229;0.0019432928306860934;0.51525185494458559;68.346180674637552;299.31724891925109
2300;55;0.0031649123098795029;1.8130902450110398;0.0021772129730416737;0.51952997160580172;61.387400152686013;277.58378645601221
2300;56;0.00052213978229263857;-0.21458556839917264;0.0020974215755077187;0.51704557013286179;64.965671919039281;289.93577678099439
2300;57;0.00055534760132983053;0.60450273642373986;0.0022267842239473128;0.51707845870568914;65.082142128768041;289.78986353851258
2300;58;0.00018360770004190887;-1.1877132348161012;0.0021430098199316863;0.51556904822872651;67.417160812819233;297.59322930026991
2300;59;0.0015503684953997959;0.69010169587500059;0.0094355075959609517;0.52235627916307614;61.601087057672942;264.75926056540658
2300;60;9.3194550818936851e-05;0.3662306825020778;0.0088041720112405093;0.51787226907917949;65.737492018264561;286.015284683201
2300;61;0.00019278220904280958;0.32848297292815687;0.0053470765997903711;0.51810219246124378;65.883556054949466;284.92654131229182
2300;62;2.2388948989466379e-05;0.009549174582446085;0.0038247896274980486;0.5146932477022057;69.31274474634381;302.29139836063439
