Year;Node;SDF;DeltaConsumption;Cost;CertainEquivalence;Consumption;Utility
2015;0;1.0;-0.20034549764450515;0.03803173541963243;0.75069518131550739;0.96196797031213321;9.8513372523216933
2030;1;0.79368589621483376;0.0019448077295924904;0.069211319439394584;0.73480424672489064;1.1620732021006552;11.941890258950512
2030;2;0.67645146097713849;0.0011066763830891446;0.02837168907222682;0.73322356667738375;1.2138927421541656;12.1850536148991
2060;3;0.46569019795816385;0.02962467062816998;0.093708778940193735;0.70358559387601327;1.7405819034417254;17.658360510515461
2060;4;0.39033262713794309;0.017054681243466874;0.068690866020892222;0.70152786507078635;1.8036010349363218;18.135370611356137
2060;5;0.39575841531059419;0.011977420285980145;0.066159601204127755;0.70233560175663834;1.8058409013011059;17.955174508122866
2060;6;0.32867375952732625;0.0076821384140446369;0.0094189863673065279;0.70069125037131741;1.9251745974608991;18.363070270869109
2100;7;0.22110028657656128;0.1436110164994453;0.080433139610666102;0.66433404749323077;3.0711602475930944;29.650647406954501
2100;8;0.17794588021020066;0.092579250618207709;0.076064201806751483;0.66172647394706063;3.1714740966871289;30.715753691265171
2100;9;0.18286667740256185;0.083901497875338293;0.082612782968064055;0.6622637564441054;3.1410376605225534;30.489936075237427
2100;10;0.15541692468947721;0.051059426406530051;0.063200871180791346;0.6605500956404301;3.2608016515461364;31.223281898683233
2100;11;0.19211537591169936;0.055873689200636178;0.094385364621166382;0.66334729651304813;3.0766605993152267;30.038880800706696
2100;12;0.15304732212662436;0.036150659787370643;0.043681593998317697;0.66136276991602139;3.3134140287484959;30.906241334869289
2100;13;0.16143463607785824;0.020603017459430717;0.017622652259076697;0.66369962431556817;3.3916008985862294;29.992738542791447
2100;14;0.12152475559976178;0.013252960030385452;0.003342485770800293;0.65978181018261528;3.4848255961497574;31.608096659102873
2200;15;0.027545217477251843;0.91398639980102558;0.010464839984966048;0.57966878576275394;13.919058988553925;102.03871199578471
2200;16;0.021152477496064179;0.40534843205133342;0.010010818246388886;0.57681243428179096;14.666571589954744;106.70333102015408
2200;17;0.020932607585310233;0.76364230627525842;0.010757019423433109;0.57704187055063827;14.633369234892777;106.326410025833
2200;18;0.017848303938316299;0.35868749525462817;0.010274835082929227;0.57532810210755736;15.105676911344235;109.22793991051384
2200;19;0.02159563458290014;0.83883322454436637;0.011033916147226559;0.5773373620712583;14.507828301971793;105.82454224495152
2200;20;0.018143744853248371;0.43164729697497961;0.010559267759863249;0.57549615478204252;15.029565797517487;108.93307082786198
2200;21;0.018535114411431013;0.76135129078860331;0.01424152496311307;0.57647024807677816;14.76604371826104;107.27942305900616
2200;22;0.016101946398331232;0.43854375035170534;0.012827230622450798;0.57495993087023534;15.193845570650856;109.8592426966036
2200;23;0.022826772509634368;0.96524124455754645;0.011254142598449915;0.57787411962970381;14.247142875732909;104.91151321588117
2200;24;0.018670494609110855;0.54531273901545774;0.010790014063229084;0.57581312676867713;14.859034077688841;108.3729822648004
2200;25;0.019949561266810818;0.36835812196009954;0.021914870932215457;0.57854335431195469;14.205339446325098;103.84832223234164
2200;26;0.01610327856833849;0.2351205967697112;0.021126387691224366;0.57611331967790491;14.788403389644756;107.86556917441901
2200;27;0.02385597738444787;0.12048672165558827;0.027297466771856415;0.58434147342591936;13.74647179314314;95.100551922070025
2200;28;0.016165126555298937;0.077321830856647011;0.0094002655279235535;0.57925139145372462;14.719126396655382;102.85877023299412
2200;29;0.016756020598090091;0.080878866546818529;0.0055379361731032421;0.57986160336424708;14.727118163910646;101.92002538775775
2200;30;0.012350899583990462;0.03036630637911486;0.0010345453168301049;0.57550161675649369;15.3396341768984;108.99260609152176
2300;31;0.0035388249261259883;3.4785590131512834;0.0019450840120712927;0.52115773646261132;62.148223900341982;270.19679317296891
2300;32;0.0026442602694016592;1.2284337041506888;0.0018718827237562286;0.51796260234024827;65.217396399534849;285.51360868658509
2300;33;0.0025897382535547174;2.2642387495935168;0.0019650949811558698;0.51802424876848041;65.349980281491042;285.23376007950583
2300;34;0.0022078336861609781;0.66968541712100205;0.0019011139840331985;0.51642170471424564;67.316554264786078;293.31459976954972
2300;35;0.0025848131085610491;2.6006460318498625;0.0019577782126276302;0.5182593055025061;64.939711545992949;284.05321357328017
2300;36;0.0021784148906633938;0.8059365517070205;0.0018928992375982971;0.51655682279287485;67.062630229075864;292.61265604737605
