Year;Node;SDF;DeltaConsumption;Cost;CertainEquivalence;Consumption;Utility
2015;0;1.0;-0.22536853494992126;0.045011226202064908;0.75155739099948959;0.95446087640527777;9.7508670755466405
2030;1;0.81272907953557127;-0.0012350801765315111;0.077441806374771216;0.73599436825348086;1.1508482388686112;11.771050267728139
2030;2;0.65929140560391086;-0.0023577259381069027;0.034363545479976561;0.73370913508457802;1.2053808498865104;12.112251034169656
2060;3;0.4847083381909017;0.028707509753211902;0.097386095854544455;0.70518808416466516;1.733244381077824;17.309475796489444
2060;4;0.38660381474133698;0.014457970553416466;0.071356420869932852;0.70233761274728024;1.7972992345277521;17.952006533448856
2060;5;0.39575644770610419;0.012424528779941824;0.072810882147901018;0.70320371056804964;1.7932119401773212;17.758990074370409
2060;6;0.3092107300137405;0.0072926060122213698;0.011310093418746579;0.70067802853383654;1.9213753165821841;18.364936089831794
2100;7;0.23075448943401702;0.14512776874164857;0.064958852430274591;0.66673090525057466;3.1283654394568221;28.75140279418779
2100;8;0.17377440239430794;0.08786623719427844;0.05565273448217882;0.6630922142511686;3.2418598922782214;30.189892002274682
2100;9;0.18015588650306982;0.086695681317028317;0.061824618834562473;0.66366536115360009;3.2163516317974286;29.955933272922895
2100;10;0.14684729311684835;0.048855571677997034;0.05127492885856004;0.66104200238864708;3.3030445083027193;31.034089841655611
2100;11;0.18961594936281495;0.06321500028803051;0.071078671345219571;0.66476152322444104;3.1616617644274179;29.512139902410492
2100;12;0.14843396161412079;0.037676108957596099;0.050484617308960575;0.66179591216488887;3.2926612972857674;30.724284683469477
2100;13;0.15202010582193728;0.025178402903325292;0.021497606744753036;0.66364154306463119;3.3810754382268717;30.012683141139064
2100;14;0.11398003096650945;0.015945873529510379;0.0027381330752221651;0.6597422154518785;3.4887489328950729;31.625758635842654
2200;15;0.03198814476672189;0.6822797045600737;0.011450928807044907;0.58410395663821235;13.288060152917298;95.338946261114813
2200;16;0.022390692346951825;0.21421717429959131;0.0096831747336168124;0.57987691039751676;14.170036199446397;101.7758073417004
2200;17;0.022404752683316917;0.71657767690496144;0.011402861005829028;0.58051717627539956;14.228428239210924;100.81357903632939
2200;18;0.017470123407596162;0.35987353874311623;0.010005541281461998;0.57740494419440302;14.828502973386444;105.78782805172732
2200;19;0.02339515338509663;0.78052998673214802;0.01160499300712684;0.58090726269024062;14.089691410198476;100.19436307091839
2200;20;0.017967556015078462;0.41875786048031216;0.0101919809338923;0.57765013636564289;14.734417318546807;105.37612856163445
2200;21;0.018300286466783732;0.72849550510021288;0.01234710429630578;0.57821919628378204;14.667863206744659;104.4603735888016
2200;22;0.015113493454232716;0.39970443481713858;0.010640918609293899;0.57578606402069632;15.131844154766885;108.47826090092661
2200;23;0.024919080541690578;0.88635536866252806;0.011791224811918515;0.58159014126202502;13.809120565744445;99.111403127195402
2200;24;0.018636704139269177;0.51595427360506818;0.010317306620538863;0.57809571673614935;14.533061234174596;104.62540129468404
2200;25;0.019057560302992396;0.399334069734536;0.014493499266428997;0.57925388146462486;14.41160418400306;102.78814611541824
2200;26;0.015157513311846402;0.24090754783383517;0.012776661993774687;0.57638166511854327;14.969332724059859;107.46861860492464
2200;27;0.022291773815423573;0.15712268721657097;0.028680733389557334;0.58408193243774886;13.769087808214961;95.474657246040167
2200;28;0.015247492363091652;0.10105036793071065;0.012771265473766407;0.5790757860880702;14.69609911438031;103.12623027361759
2200;29;0.0157084728117966;0.081914011692241218;0.0046843577921885059;0.57986087334773651;14.748615756118433;101.92570662618179
