Year;Node;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0
2015;0;0.033948679532402076;0.75056754678878457;0.9660513204675979;9.8672800438637367;1.0;-0.18500166687831499;0.13943888700680213;0.15452008340659434;0.32728595308644581
2030;1;0.063066808013027609;0.73464369018706333;1.1697056949733926;11.967156722125672;0.78832099712962167;0.0017811831321878913;0.13760481917718612;0.1574570970294342;0.32788697454632293
2030;2;0.024823180133754792;0.73319150059210647;1.2183041455316324;12.191111227254375;0.68009774460292993;0.0010216963128417689;0.13669258911098961;0.15093088156951243;0.3199099273275649
2060;3;0.087868165110715851;0.70347328666815434;1.7505653655362594;17.686173079561176;0.46214104394713212;0.027415865252522487;0.13294401904861078;0.15863371068927953;0.32333952199917432
2060;4;0.060968963750191299;0.70148545670226026;1.8178412236718342;18.149488009381255;0.3879216482794034;0.015934690512042771;0.13447674863971082;0.15279746568299446;0.3191095360114159
2060;5;0.063096769253077084;0.70223002108084098;1.8112546551039599;17.980427420275042;0.3950775744049676;0.010849305615079352;0.13182149815174557;0.15379243592794969;0.31708479104866921
2060;6;0.0059277101821910896;0.70085259056175653;1.9316301763088202;18.328217378671166;0.33343499011678773;0.0070709058030304917;0.11681293087124651;0.15448379515135366;0.3015578847306104
2100;7;0.090081230858248151;0.6641811509976403;3.0279296059418921;29.696753096529914;0.22342837537426646;0.13025903513956827;0.12726287891362376;0.15377342652038897;0.31284841860970136
2100;8;0.082046480568119889;0.66174182255828362;3.143800986364182;30.700970917695912;0.18031220524968819;0.08468445258618118;0.13157579996295235;0.14807442992090891;0.31135832831668464
2100;9;0.092339184556102002;0.66234531504372773;3.1001968000418403;30.444533076075402;0.18638638671972488;0.075118953173491931;0.13188812531402164;0.14953705185677418;0.31329444725109368
2100;10;0.040758260196709285;0.66065797741896959;3.3341570097489455;31.200927177192639;0.15166738097031904;0.047601606083169656;0.12382900079272807;0.14329643798007421;0.29695290941291846
2100;11;0.10340197669520408;0.66328616255227235;3.041903861173576;30.052117396898524;0.19544328786759518;0.049907945007632293;0.13164424335753411;0.15174573472963993;0.31539309784795955
2100;12;0.041506577098869672;0.66123488674645359;3.3182352084434497;30.959797199880345;0.15252207397887874;0.032987475723622595;0.122177220186619;0.14412775994934873;0.29597408190607999
2100;13;0.0093974124320644944;0.66414214325779564;3.4175905652911234;29.826168887388025;0.16468699777820395;0.016074411569322322;0.10026358430456057;0.14722130829936833;0.27479983045178757
2100;14;0.0037134484894157621;0.65982000641860927;3.4819723905690263;31.591334877315486;0.12219179551470803;0.01054171854661945;0.1122165350003209;0.14577304598759427;0.28691654103477177
2200;15;0.0099053737822547179;0.57891917463307008;14.125949195203715;103.24391814756966;0.026719907964687453;1.285438332564226;0.09073896021112425;0.1119574533588675;0.22564561688646587
2200;16;0.009147143167211276;0.57638488204039307;14.844153289049217;107.43557250877397;0.020984692277445635;0.76619382473754882;0.094686099104587945;0.10592502729546721;0.22320301201150744
2200;17;0.010950934588321217;0.57666976669478009;14.68887102403904;106.93881779656641;0.020841845076327959;0.91068069289619302;0.094732946001060581;0.10696485805819085;0.22466641222905478
2200;18;0.010135008782834225;0.57510814400576316;15.163887474362072;109.60586487052669;0.017906973266791828;0.52198564421068738;0.096134789762597747;0.10401702482726634;0.22287807546208027
2200;19;0.0110258990310854;0.57686182931240304;14.596170188800139;106.60783172105107;0.021435387701255779;0.94891074984353452;0.094912719864257172;0.10750466223721275;0.22547442870094767
2200;20;0.010194980391679041;0.57521943994566793;15.108012352971969;109.40856984913189;0.018229215108505885;0.56023765574835238;0.096231591357820834;0.10434691141928776;0.22334658435996116
2200;21;0.024215993414467698;0.57756514147089333;14.261272924976581;105.40526147177523;0.019589021827526434;0.41706525074918233;0.094408540413858724;0.11058171392552354;0.22846714107026272
2200;22;0.022432404607926809;0.57560020190635641;14.825783989603741;108.71562456059814;0.016246493963425705;0.26665460408796804;0.096687759069793586;0.10654908173605993;0.22647119282940317
2200;23;0.011057682660419607;0.57729341051999195;14.385265432745463;105.86709460014268;0.022536250657789442;1.1328024951037463;0.095159507280862712;0.10888869539085316;0.22738200852432033
2200;24;0.010233993233894552;0.57547188128862259;14.976099758986658;108.9611745440472;0.018736779864342551;0.71438114937318886;0.096341332664751811;0.10523625554651184;0.22450902620195387
2200;25;0.026376209779766124;0.57826438081825238;14.089641999466478;104.25975960513949;0.020035037067649062;0.33800194600992484;0.093249576094357148;0.11206708472178235;0.22876705583100607
2200;26;0.024929805889208505;0.57600846141381079;14.698438080371901;108.01660292065444;0.016240712696697353;0.21578960834478522;0.096037822956380817;0.10771137765487096;0.22701941568950063
2200;27;0.01612034943443498;0.58601740382778045;13.852689645016829;92.775666496758348;0.025027586729272574;0.058353435216851324;0.063882798188300297;0.12059545971965861;0.20476877154234077
2200;28;0.0085918906609366817;0.57953446315996948;14.698507781900258;102.41690529840135;0.016004367586700489;0.036309909458509537;0.079464149378548871;0.11299256318298427;0.21397995129385108
2200;29;0.0067813505248329915;0.57985863590264664;14.693249551355873;101.91737379576102;0.016874455218959819;0.079562900089413802;0.077974526969909461;0.11352114026452954;0.2129052552284067
2200;30;0.0010224511544254715;0.57552271068013616;15.33400953388297;108.95653478551604;0.012413725513713288;0.0299074742683203;0.083576696003317089;0.112832610396921;0.21868378702406452
2300;31;0.0028340394430375433;0.52018324721383769;62.694478792726748;274.72182707218542;0.0034098635953298461;3.057938983877051;0.0;0.11485362588692653;0.12780767587194541
2300;32;0.0026245796734305545;0.51744093382105794;65.524779938018582;288.07799821831372;0.0026377346378604312;0.9285542841112715;0.0;0.11520632310868389;0.12827961836848939
2300;33;0.0029344918064428448;0.51750513201149539;65.512212079787801;287.76428850871775;0.0025772233427595269;1.7027092813862055;0.0;0.11505593411442634;0.12815172371263342
2300;34;0.0027346132989900596;0.51614088470497965;67.345098675825909;294.71557523057152;0.002237615016222624;0.1897127579141511;0.0;0.11459004824975629;0.12762248217713792
2300;35;0.0027257693862276365;0.51770317161771473;65.28744673461253;286.77513968167631;0.0025505468823252561;2.5339422560804792;0.0;0.11510851365521653;0.12815079991571079
2300;36;0.0025257650750174303;0.51623871570825375;67.303856693832529;294.22267818935444;0.0021874806807841872;0.95900358591478607;0.0;0.11450858548756944;0.12747208060016629
2300;37;0.0028520335125030928;0.51628747894502247;67.266176425154384;293.97515580674661;0.0021528250031367215;1.541647665401058;0.0;0.11443643297600482;0.12743219941929618
2300;38;0.0025780468645053988;0.51531818136069196;68.554268399213512;299.00730480730698;0.001950216568218347;0.31114522057293925;0.0;0.11417802167571024;0.12714998165956376
2300;39;0.0027321692304585082;0.51779668049979077;65.078700951785024;286.29620425208594;0.0026178661563172872;2.2118838354103332;0.0;0.11531688164094522;0.12836898238971109
2300;40;0.0025311860038053783;0.51629797538294731;67.152442565924929;293.90843543702056;0.0022359388797958397;0.66791727721806637;0.0;0.11466879066868275;0.12763983497342798
2300;41;0.0028496587977657104;0.51634070019794887;67.13771694205829;293.69413191796394;0.0021894662811479076;1.3229874268319008;0.0;0.11456053404732311;0.12756751119272203
2300;42;0.0025720434067020167;0.5153479268272213;68.468084829857446;298.84558074830994;0.0019777645103098182;0.12059030298701146;0.0;0.1142701470443908;0.1272513086936945
2300;43;0.0024565203973587945;0.51803578965409924;64.047553737072704;285.01073744601246;0.0024097474167407351;3.3609590911112264;0.0;0.11701396381785263;0.13001564352316727
2300;44;0.0021887101237461938;0.51621319987656433;66.876983400505338;294.29514602115404;0.0019655128051721967;1.583386262539932;0.0;0.1155762786014191;0.12841158884595152
2300;45;0.002650473502890409;0.51625645255396191;66.726470173964401;294.06044755182859;0.001938472691246868;2.3808593095054675;0.0;0.11553681944556397;0.12861940164722543
2300;46;0.0022464464544526171;0.5151526931972007;68.572728674148593;299.84997816599827;0.0017090702045578937;0.87414453574155004;0.0;0.1145548536777883;0.1275100465677734
2300;47;0.0027461758441104721;0.51805375312034896;64.620766673126568;284.99854736208249;0.0027423162544684895;2.4673278111080776;0.0;0.11561131567991778;0.12872872267749749
