Year;Node;SDF;DeltaConsumption;Cost;CertainEquivalence;Consumption;Utility
2015;0;1.0;-0.20819699915330947;0.04031529262520011;0.75232437323534662;0.9573117687442767;9.665527163330383
2030;1;0.83359855956457085;-0.012303025832527403;0.073955030147273143;0.73719317322165823;1.1519307538022254;11.605681862903738
2030;2;0.63998289526682084;-0.013900531795352222;0.027088832781199789;0.73413675625259711;1.2110513365741826;12.052730440081552
2060;3;0.50749675102723057;0.014361994079981066;0.089649955207350335;0.70699036811656935;1.7405819587468365;16.931058269058383
2060;4;0.38377921844552249;0.00053387473164523414;0.06458650031355842;0.70325623367242074;1.8031637171377561;17.750573105412883
2060;5;0.38984283909956591;0.0080388522952112851;0.05956627147663425;0.70419726180007713;1.816610403764424;17.549113495782489
2060;6;0.29250378664913157;0.0034045062351273359;0.0086109961794244242;0.70078910146956397;1.9246414443590059;18.34057825513937
2100;7;0.25075685935988046;0.099434864261738198;0.05363123212155943;0.6695399434466951;3.1347820233139259;27.718729781526097
2100;8;0.17456505290376415;0.045171226749918247;0.047869157474291844;0.66457557274139456;3.2407899066515666;29.607362145106332
2100;9;0.18249209751697701;0.063879062615290749;0.053851931875945697;0.66518404586818591;3.2275217170484751;29.368344883489957
2100;10;0.14177147571265847;0.028394601121739527;0.041819255306727296;0.66183389257288494;3.3222824863851335;30.71764406226443
2100;11;0.19237407029781017;0.04766587048168347;0.060099440728944083;0.66661209907429519;3.1867906035653353;28.812955951213425
2100;12;0.14284311712983233;0.026802459365127262;0.041457971800471061;0.66277463067244446;3.3153987017269348;30.337749246416386
2100;13;0.14404641128950829;0.019845849708621799;0.015728620765480025;0.66390711037793371;3.3976895999041647;29.912827217370335
2100;14;0.1074091489055814;0.012719618103496089;0.0031035373258422256;0.65980201235233049;3.4853355790659912;31.599809168245606
2200;15;0.038311902951167251;0.78680116015821255;0.010295041205387361;0.58921673401092101;12.807237365876322;88.259436631403602
2200;16;0.023192213439469256;0.34194870513353237;0.0093076077376138613;0.582591407888707;13.829563339211381;97.639829021590103
2200;17;0.023713323326531727;0.75635759019938575;0.010501811087046242;0.58305781397750589;13.898105362608485;96.975322725129516
2200;18;0.017275727396278886;0.39511168690591347;0.0094245480770249589;0.57889331563804236;14.587271054361675;103.38650003705463
2200;19;0.025165388331018973;0.82300719171080061;0.010605067114109575;0.58357986861447297;13.729409399930667;96.185061294244264
2200;20;0.018004080318549002;0.46021376345724008;0.0095346993513206139;0.57922606353350181;14.46489998730407;102.84290062758782
2200;21;0.018459306981874569;0.36387571157074916;0.012287786501246968;0.57999411872349216;14.455508903648242;101.65892517725639
2200;22;0.01446480067964552;0.19601977753378463;0.010919699273414792;0.57674803225364901;14.992368527400942;106.87965766970733
2200;23;0.027186608807415504;0.30146135854582923;0.011813107391107998;0.58524976049872102;13.465197328547637;93.761161990328645
2200;24;0.01853589389072538;0.14108478311385397;0.010797228510722031;0.58025143038405824;14.28960080799996;101.23040712573565
2200;25;0.019185767312828318;0.31480467741218376;0.014418829089462439;0.58153844742354432;14.253509990329105;99.284966155923101
2200;26;0.014354083288261099;0.18911095436244807;0.012940957024125996;0.57761043120292743;14.866591810258162;105.46832244278127
2200;27;0.021517250806528141;0.10834700943895825;0.02668891634357912;0.58494040332958042;13.742786875324303;94.253632329041906
2200;28;0.014275122859269268;0.069408868198550522;0.0083728759251052963;0.57943903433379673;14.726509777001235;102.57013692820485
2200;29;0.014826309471850133;0.080618566318868545;0.0050250422384221704;0.57992010334445754;14.72943241840589;101.83085909635291
2200;30;0.010903393534804256;0.030253316242756512;0.0010222343389225375;0.57551154131645577;15.33784132916713;108.97581981582434
2300;31;0.0063274493506094648;4.8738352363628223;0.001668025858522203;0.53303504233623822;51.611135105789288;220.70710515940226
2300;32;0.0031099953185680816;1.7230233809733875;0.0015400389106794618;0.52497740714930008;57.854187325750864;252.96649509583196
2300;33;0.0032988272609261464;3.5502498772515878;0.0017017140959181113;0.52523688467919594;58.524586178740265;251.96117543113812
2300;34;0.0021808173582551511;1.3892958185742543;0.0015561648060266173;0.52072085816053992;62.73985946976903;272.25916608579132
2300;35;0.0034796217547276072;3.6749586009456436;0.0017154701643670612;0.52592936629705656;57.651836435357687;248.96812137437763
2300;36;0.0022373359283934672;1.478334299471129;0.0015705515820571214;0.52114124893297997;62.142951722450874;270.27082687410132
2300;37;0.0023308951762808761;2.7656543487687202;0.0017498612177744919;0.52132787042513173;62.561898996380101;269.47934517030632
2300;38;0.0017219112592894413;1.0365956710089108;0.0015739033600343109;0.51799377905037658;65.75262135640088;285.43149033199319
2300;39;0.0037025135233029124;3.740192463614278;0.0017120179459611013;0.52634507034807254;57.08637713575731;247.18423391176157
2300;40;0.0023412073367478805;1.5085692336064938;0.0015681512975359534;0.52139659573234709;61.743545446600102;269.06591236698773
2300;41;0.0024325764841116519;2.8447118398723603;0.001744825952992557;0.52158902833427911;62.176609520922256;268.2543832222056
2300;42;0.0017764124491082708;1.0868758832828007;0.0015710193881504576;0.5181452750752783;65.500668764284256;284.67125930188627
2300;43;0.0025891518898824217;3.150677468486407;0.0017735694695404881;0.52253459002838498;60.829837371621259;263.87402886692843
2300;44;0.0018145342114202268;1.317449817365457;0.001606178414137895;0.51869607706525334;64.610776312217112;281.92832914703439
2300;45;0.0018864477680035775;2.387452943662538;0.0018200185453286575;0.51885472833852619;64.891228918115004;281.21147053560924
2300;46;0.0014875260329090109;0.74624894566426292;0.0015644195842263026;0.5162560011218098;67.489055385125042;294.16017849364397
